data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-03-21T14:31:08,Abruzzo,126201,47609,173810,202400,85.87,966.49,364.6,1550.04,2021-03-21T18:26:02
2021-03-21T14:31:08,Basilicata,45592,29709,75301,91635,82.17,818.62,533.44,1645.35,2021-03-21T18:26:02
2021-03-21T14:31:08,Calabria,140930,60700,201630,285460,70.63,732.22,315.37,1483.14,2021-03-21T18:26:02
2021-03-21T14:31:08,Campania,441967,220032,661999,771295,85.83,763.87,380.29,1333.07,2021-03-21T18:26:02
2021-03-21T14:31:08,Emilia-Romagna,436414,233727,670141,797340,84.05,976.95,523.22,1784.91,2021-03-21T18:26:02
2021-03-21T14:31:08,Friuli-Venezia Giulia,114289,64550,178839,221275,80.82,943.48,532.87,1826.67,2021-03-21T18:26:02
2021-03-21T14:31:08,Lazio,556357,233710,790067,947410,83.39,948.52,398.45,1615.21,2021-03-21T18:26:02
2021-03-21T14:31:08,Liguria,140281,71708,211989,300920,70.45,909.07,464.69,1950.07,2021-03-21T18:26:02
2021-03-21T14:31:08,Lombardia,823134,393680,1216814,1572370,77.39,814.66,389.63,1556.19,2021-03-21T18:26:02
2021-03-21T14:31:08,Marche,134844,67332,202176,242030,83.53,888.07,443.44,1593.98,2021-03-21T18:26:02
2021-03-21T14:31:08,Molise,30849,13894,44743,52975,84.46,1020.59,459.66,1752.6,2021-03-21T18:26:02
2021-03-21T14:31:08,P.A. Bolzano,57766,29215,86981,97065,89.61,1108.98,560.87,1863.44,2021-03-21T18:26:02
2021-03-21T14:31:08,P.A. Trento,47486,25637,73123,87600,83.47,875.78,472.82,1615.6,2021-03-21T18:26:02
2021-03-21T14:31:08,Piemonte,433817,210468,644285,766330,84.07,999.26,484.8,1765.18,2021-03-21T18:26:02
2021-03-21T14:31:08,Puglia,361383,138409,499792,581545,85.94,901.59,345.31,1450.85,2021-03-21T18:26:02
2021-03-21T14:31:08,Sardegna,118475,52329,170804,246870,69.19,726.63,320.94,1514.1,2021-03-21T18:26:02
2021-03-21T14:31:08,Sicilia,420227,186577,606804,754025,80.48,845.8,375.53,1517.64,2021-03-21T18:26:02
2021-03-21T14:31:08,Toscana,357532,154885,512417,618060,82.91,960.4,416.05,1660.23,2021-03-21T18:26:02
2021-03-21T14:31:08,Umbria,78901,29646,108547,135435,80.15,896.31,336.78,1538.54,2021-03-21T18:26:02
2021-03-21T14:31:08,Valle d'Aosta,11632,6667,18299,20450,89.48,926.85,531.23,1629.47,2021-03-21T18:26:02
2021-03-21T14:31:08,Veneto,418256,196867,615123,785010,78.36,852.24,401.14,1599.55,2021-03-21T18:26:02
2021-03-21T14:31:08,Italia,5296333,2467351,7763684,9577500,81.06,879.31,409.63,1590.08,2021-03-21T18:26:02
