data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-01-17T19:38:02,Abruzzo,19040,66,19106,24510,77.95,145.81,0.51,187.71,2021-01-17T19:46:01
2021-01-17T19:38:02,Basilicata,7692,0,7692,13755,55.92,138.11,0.0,246.98,2021-01-17T19:46:01
2021-01-17T19:38:02,Calabria,19685,0,19685,39280,50.11,102.28,0.0,204.08,2021-01-17T19:46:01
2021-01-17T19:38:02,Campania,102070,0,102070,101145,100.91,176.41,0.0,174.81,2021-01-17T19:46:01
2021-01-17T19:38:02,Emilia-Romagna,114045,0,114045,131625,86.64,255.3,0.0,294.65,2021-01-17T19:46:01
2021-01-17T19:38:02,Friuli-Venezia Giulia,29295,1,29296,37315,78.51,241.84,0.01,308.04,2021-01-17T19:46:01
2021-01-17T19:38:02,Lazio,102911,3,102914,132580,77.62,175.45,0.01,226.03,2021-01-17T19:46:01
2021-01-17T19:38:02,Liguria,31299,0,31299,47120,66.42,202.83,0.0,305.35,2021-01-17T19:46:01
2021-01-17T19:38:02,Lombardia,176993,289,177282,234645,75.55,175.17,0.29,232.23,2021-01-17T19:46:01
2021-01-17T19:38:02,Marche,23003,0,23003,27500,83.65,151.49,0.0,181.11,2021-01-17T19:46:01
2021-01-17T19:38:02,Molise,6217,0,6217,8825,70.45,205.68,0.0,291.96,2021-01-17T19:46:01
2021-01-17T19:38:02,P.A. Bolzano,16935,105,17040,20620,82.64,325.12,2.02,395.86,2021-01-17T19:46:01
2021-01-17T19:38:02,P.A. Trento,10503,0,10503,15700,66.9,193.71,0.0,289.55,2021-01-17T19:46:01
2021-01-17T19:38:02,Piemonte,102706,0,102706,123760,82.99,236.57,0.0,285.07,2021-01-17T19:46:01
2021-01-17T19:38:02,Puglia,57320,0,57320,74605,76.83,143.0,0.0,186.13,2021-01-17T19:46:01
2021-01-17T19:38:02,Sardegna,22545,324,22869,33330,68.61,138.27,1.99,204.42,2021-01-17T19:46:01
2021-01-17T19:38:02,Sicilia,93051,0,93051,125485,74.15,187.29,0.0,252.57,2021-01-17T19:46:01
2021-01-17T19:38:02,Toscana,68069,0,68070,80570,84.49,182.85,0.0,216.43,2021-01-17T19:46:01
2021-01-17T19:38:02,Umbria,13132,24,13156,15685,83.88,149.18,0.27,178.18,2021-01-17T19:46:01
2021-01-17T19:38:02,Valle d'Aosta,3333,0,3333,3920,85.03,265.58,0.0,312.35,2021-01-17T19:46:01
2021-01-17T19:38:02,Veneto,102364,0,102364,116900,87.57,208.58,0.0,238.2,2021-01-17T19:46:01
2021-01-17T19:38:02,Italia,1122208,812,1123021,1408875,79.71,186.31,0.13,233.9,2021-01-17T19:46:01
