data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-01-20T10:04:52,Abruzzo,18079,96,18175,30490,59.61,138.45,0.74,233.5,2021-01-20T12:08:02
2021-01-20T10:04:52,Basilicata,10263,99,10362,17265,60.02,184.28,1.78,310.0,2021-01-20T12:08:02
2021-01-20T10:04:52,Calabria,20517,36,20553,39280,52.32,106.6,0.19,204.08,2021-01-20T12:08:02
2021-01-20T10:04:52,Campania,105028,246,105274,119875,87.82,181.53,0.43,207.19,2021-01-20T12:08:02
2021-01-20T10:04:52,Emilia-Romagna,119391,916,120307,148385,81.08,267.27,2.05,332.17,2021-01-20T12:08:02
2021-01-20T10:04:52,Friuli-Venezia Giulia,33475,0,33475,39655,84.42,276.34,0.0,327.36,2021-01-20T12:08:02
2021-01-20T10:04:52,Lazio,114669,939,115608,145930,79.22,195.5,1.6,248.79,2021-01-20T12:08:02
2021-01-20T10:04:52,Liguria,32196,234,32430,49460,65.57,208.64,1.52,320.52,2021-01-20T12:08:02
2021-01-20T10:04:52,Lombardia,198691,1433,200124,254340,78.68,196.65,1.42,251.72,2021-01-20T12:08:02
2021-01-20T10:04:52,Marche,25984,210,26194,29000,90.32,171.13,1.38,190.99,2021-01-20T12:08:02
2021-01-20T10:04:52,Molise,6555,11,6566,11165,58.81,216.86,0.36,369.38,2021-01-20T12:08:02
2021-01-20T10:04:52,P.A. Bolzano,21450,16,21466,23155,92.71,411.79,0.31,444.53,2021-01-20T12:08:02
2021-01-20T10:04:52,P.A. Trento,10754,0,10754,15700,68.5,198.33,0.0,289.55,2021-01-20T12:08:02
2021-01-20T10:04:52,Piemonte,119449,253,119702,135460,88.37,275.14,0.58,312.02,2021-01-20T12:08:02
2021-01-20T10:04:52,Puglia,64834,353,65187,93325,69.85,161.75,0.88,232.83,2021-01-20T12:08:02
2021-01-20T10:04:52,Sardegna,25523,180,25703,33330,77.12,156.54,1.1,204.42,2021-01-20T12:08:02
2021-01-20T10:04:52,Sicilia,94667,49,94716,132085,71.71,190.54,0.1,265.85,2021-01-20T12:08:02
2021-01-20T10:04:52,Toscana,72803,8,72811,92890,78.38,195.56,0.02,249.52,2021-01-20T12:08:02
2021-01-20T10:04:52,Umbria,13405,84,13489,19025,70.9,152.28,0.95,216.12,2021-01-20T12:08:02
2021-01-20T10:04:52,Valle d'Aosta,3835,0,3835,4120,93.08,305.58,0.0,328.28,2021-01-20T12:08:02
2021-01-20T10:04:52,Veneto,108889,701,109590,124700,87.88,221.87,1.43,254.09,2021-01-20T12:08:02
2021-01-20T10:04:52,Italia,1220457,5864,1226321,1558635,78.68,202.62,0.97,258.77,2021-01-20T12:08:02
