data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-02-08T18:00:31,Abruzzo,22659,18117,40776,47100,86.57,173.53,138.75,360.71,2021-02-09T06:46:01
2021-02-08T18:00:31,Basilicata,11866,9615,21481,27225,78.9,213.06,172.64,488.84,2021-02-09T06:46:01
2021-02-08T18:00:31,Calabria,35643,24657,60300,79990,75.38,185.19,128.11,415.6,2021-02-09T06:46:01
2021-02-08T18:00:31,Campania,121372,101380,222752,227965,97.71,209.77,175.22,394.0,2021-02-09T06:46:01
2021-02-08T18:00:31,Emilia-Romagna,142798,119247,262045,277110,94.56,319.66,266.94,620.33,2021-02-09T06:46:01
2021-02-08T18:00:31,Friuli-Venezia Giulia,36566,31145,67711,76055,89.03,301.86,257.11,627.85,2021-02-09T06:46:01
2021-02-08T18:00:31,Lazio,131366,106924,238290,275280,86.56,223.96,182.29,469.32,2021-02-09T06:46:01
2021-02-08T18:00:31,Liguria,38452,28732,67184,95620,70.26,249.18,186.19,619.65,2021-02-09T06:46:01
2021-02-08T18:00:31,Lombardia,241821,196719,438540,474870,92.35,239.33,194.69,469.98,2021-02-09T06:46:01
2021-02-08T18:00:31,Marche,30650,26400,57050,57610,99.03,201.86,173.87,379.41,2021-02-09T06:46:01
2021-02-08T18:00:31,Molise,7609,6234,13843,16145,85.74,251.73,206.24,534.13,2021-02-09T06:46:01
2021-02-08T18:00:31,P.A. Bolzano,22888,18488,41376,41305,100.17,439.4,354.93,792.97,2021-02-09T06:46:01
2021-02-08T18:00:31,P.A. Trento,15780,9636,25416,30340,83.77,291.03,177.72,559.56,2021-02-09T06:46:01
2021-02-08T18:00:31,Piemonte,140627,107921,248548,252580,98.4,323.92,248.59,581.8,2021-02-09T06:46:01
2021-02-08T18:00:31,Puglia,80635,60261,140896,150275,93.76,201.17,150.34,374.91,2021-02-09T06:46:01
2021-02-08T18:00:31,Sardegna,30327,23854,54181,64380,84.16,186.0,146.3,394.85,2021-02-09T06:46:01
2021-02-08T18:00:31,Sicilia,110145,95733,205878,241615,85.21,221.69,192.68,486.3,2021-02-09T06:46:01
2021-02-08T18:00:31,Toscana,86153,69162,155315,169530,91.62,231.42,185.78,455.39,2021-02-09T06:46:01
2021-02-08T18:00:31,Umbria,15300,13388,28688,30555,93.89,173.81,152.09,347.1,2021-02-09T06:46:01
2021-02-08T18:00:31,Valle d'Aosta,4673,3387,8060,7730,104.27,372.35,269.88,615.93,2021-02-09T06:46:01
2021-02-08T18:00:31,Veneto,119436,101239,220675,248270,88.89,243.36,206.29,505.88,2021-02-09T06:46:01
2021-02-08T18:00:31,Italia,1446766,1172239,2619005,2891550,90.57,240.2,194.62,480.06,2021-02-09T06:46:01
