data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-05-26T04:13:03,Abruzzo,486305,235349,721654,760470,94.9,3724.28,1802.38,5823.92,2021-05-26T11:42:02
2021-05-26T04:13:03,Basilicata,201277,104711,305988,325025,94.14,3614.02,1880.13,5835.97,2021-05-26T11:42:02
2021-05-26T04:13:03,Calabria,652390,294380,946770,1024150,92.44,3389.57,1529.48,5321.09,2021-05-26T11:42:02
2021-05-26T04:13:03,Campania,2114315,873200,2987515,3133285,95.35,3654.28,1509.2,5415.42,2021-05-26T11:42:02
2021-05-26T04:13:03,Emilia-Romagna,1605907,819882,2425789,2561050,94.72,3594.95,1835.37,5733.11,2021-05-26T11:42:02
2021-05-26T04:13:03,Friuli-Venezia Giulia,461922,207676,669598,729255,91.82,3813.26,1714.41,6020.15,2021-05-26T11:42:02
2021-05-26T04:13:03,Lazio,2155740,922805,3078545,3342420,92.11,3675.26,1573.26,5698.4,2021-05-26T11:42:02
2021-05-26T04:13:03,Liguria,577813,305089,882902,923070,95.65,3744.43,1977.08,5981.81,2021-05-26T11:42:02
2021-05-26T04:13:03,Lombardia,3731218,1776526,5507744,5673350,97.08,3692.82,1758.25,5614.97,2021-05-26T11:42:02
2021-05-26T04:13:03,Marche,551318,281340,832658,858110,97.03,3630.91,1852.87,5651.41,2021-05-26T11:42:02
2021-05-26T04:13:03,Molise,123292,54291,177583,188105,94.41,4078.94,1796.14,6223.18,2021-05-26T11:42:02
2021-05-26T04:13:03,P.A. Bolzano,206846,82160,289006,318545,90.73,3971.0,1577.3,6115.39,2021-05-26T11:42:02
2021-05-26T04:13:03,P.A. Trento,210776,66103,276879,294870,93.9,3887.32,1219.13,5438.26,2021-05-26T11:42:02
2021-05-26T04:13:03,Piemonte,1526554,807345,2333899,2489960,93.73,3516.29,1859.65,5735.42,2021-05-26T11:42:02
2021-05-26T04:13:03,Puglia,1490710,666334,2157044,2225755,96.91,3719.06,1662.39,5552.87,2021-05-26T11:42:02
2021-05-26T04:13:03,Sardegna,581693,233055,814748,937170,86.94,3567.63,1429.37,5747.84,2021-05-26T11:42:02
2021-05-26T04:13:03,Sicilia,1548222,774353,2322575,2498602,92.95,3116.13,1558.55,5028.98,2021-05-26T11:42:02
2021-05-26T04:13:03,Toscana,1302211,657812,1960023,2065910,94.87,3498.0,1767.02,5549.45,2021-05-26T11:42:02
2021-05-26T04:13:03,Umbria,321436,157708,479144,498765,96.07,3651.5,1791.56,5665.95,2021-05-26T11:42:02
2021-05-26T04:13:03,Valle d'Aosta,45075,23087,68162,73940,92.19,3591.6,1839.59,5891.59,2021-05-26T11:42:02
2021-05-26T04:13:03,Veneto,1782091,833914,2616005,2696460,97.02,3631.21,1699.19,5494.34,2021-05-26T11:42:02
2021-05-26T04:13:03,Italia,21677111,10177120,31854231,33618267,94.75,3598.88,1689.63,5581.38,2021-05-26T11:42:02
