data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-04-10T18:05:47,Abruzzo,198428,86792,285220,355340,80.27,1519.62,664.68,2721.31,2021-04-10T20:26:02
2021-04-10T18:05:47,Basilicata,73499,36270,109769,146995,74.68,1319.71,651.24,2639.36,2021-04-10T20:26:02
2021-04-10T18:05:47,Calabria,219133,117460,336593,461590,72.92,1138.53,610.28,2398.24,2021-04-10T20:26:02
2021-04-10T18:05:47,Campania,781517,287158,1068675,1280755,83.44,1350.74,496.31,2213.59,2021-04-10T20:26:02
2021-04-10T18:05:47,Emilia-Romagna,758150,338504,1096654,1289060,85.07,1697.18,757.77,2885.66,2021-04-10T20:26:02
2021-04-10T18:05:47,Friuli-Venezia Giulia,192845,88449,281294,345655,81.38,1591.97,730.16,2853.45,2021-04-10T20:26:02
2021-04-10T18:05:47,Lazio,912301,368080,1280381,1529800,83.7,1555.36,627.53,2608.11,2021-04-10T20:26:02
2021-04-10T18:05:47,Liguria,264457,116114,380571,483380,78.73,1713.77,752.46,3132.47,2021-04-10T20:26:02
2021-04-10T18:05:47,Lombardia,1350532,641158,1991690,2529240,78.75,1336.64,634.56,2503.21,2021-04-10T20:26:02
2021-04-10T18:05:47,Marche,234453,107273,341726,426040,80.21,1544.08,706.49,2805.85,2021-04-10T20:26:02
2021-04-10T18:05:47,Molise,56762,23476,80238,93955,85.4,1877.89,776.67,3108.37,2021-04-10T20:26:02
2021-04-10T18:05:47,P.A. Bolzano,85020,42340,127360,144945,87.87,1632.2,812.84,2782.64,2021-04-10T20:26:02
2021-04-10T18:05:47,P.A. Trento,76598,38686,115284,138620,83.17,1412.69,713.48,2556.56,2021-04-10T20:26:02
2021-04-10T18:05:47,Piemonte,660704,347595,1008299,1240040,81.31,1521.88,800.66,2856.33,2021-04-10T20:26:02
2021-04-10T18:05:47,Puglia,502277,237233,739510,970745,76.18,1253.09,591.85,2421.84,2021-04-10T20:26:02
2021-04-10T18:05:47,Sardegna,226805,88646,315451,402820,78.31,1391.04,543.68,2470.57,2021-04-10T20:26:02
2021-04-10T18:05:47,Sicilia,649276,291510,940786,1193875,78.8,1306.81,586.73,2402.93,2021-04-10T20:26:02
2021-04-10T18:05:47,Toscana,641559,238529,880088,1005700,87.51,1723.36,640.74,2701.51,2021-04-10T20:26:02
2021-04-10T18:05:47,Umbria,130195,52180,182375,231835,78.67,1479.01,592.76,2633.64,2021-04-10T20:26:02
2021-04-10T18:05:47,Valle d'Aosta,21074,8189,29263,32470,90.12,1679.19,652.5,2587.23,2021-04-10T20:26:02
2021-04-10T18:05:47,Veneto,834165,316776,1150941,1265870,90.92,1699.71,645.47,2579.35,2021-04-10T20:26:02
2021-04-10T18:05:47,Italia,8869750,3872418,12742168,15568730,81.84,1472.58,642.91,2584.75,2021-04-10T20:26:02
