data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-05-18T20:14:13,Abruzzo,427350,206688,634038,690110,91.87,3272.78,1582.88,5285.08,2021-05-19T00:30:02
2021-05-18T20:14:13,Basilicata,188943,82557,271500,295805,91.78,3392.56,1482.35,5311.31,2021-05-19T00:30:02
2021-05-18T20:14:13,Calabria,568311,247275,815586,909100,89.71,2952.72,1284.75,4723.33,2021-05-19T00:30:02
2021-05-18T20:14:13,Campania,1858255,733501,2591756,2737665,94.67,3211.72,1267.75,4731.65,2021-05-19T00:30:02
2021-05-18T20:14:13,Emilia-Romagna,1482494,711927,2194421,2321350,94.53,3318.68,1593.71,5196.53,2021-05-19T00:30:02
2021-05-18T20:14:13,Friuli-Venezia Giulia,396643,183005,579648,645955,89.74,3274.37,1510.74,5332.49,2021-05-19T00:30:02
2021-05-18T20:14:13,Lazio,1883360,847100,2730460,2986640,91.42,3210.89,1444.2,5091.84,2021-05-19T00:30:02
2021-05-18T20:14:13,Liguria,520614,285972,806586,837920,96.26,3373.76,1853.2,5430.01,2021-05-19T00:30:02
2021-05-18T20:14:13,Lombardia,3470465,1428132,4898597,5080030,96.43,3434.75,1413.44,5027.76,2021-05-19T00:30:02
2021-05-18T20:14:13,Marche,493815,254905,748720,776630,96.41,3252.21,1678.77,5114.79,2021-05-19T00:30:02
2021-05-18T20:14:13,Molise,105495,49968,155463,164425,94.55,3490.15,1653.12,5439.76,2021-05-19T00:30:02
2021-05-18T20:14:13,P.A. Bolzano,183417,73768,257185,290995,88.38,3521.22,1416.19,5586.49,2021-05-19T00:30:02
2021-05-18T20:14:13,P.A. Trento,195351,52107,247458,265900,93.06,3602.84,961.0,4903.97,2021-05-19T00:30:02
2021-05-18T20:14:13,Piemonte,1400939,698490,2099429,2255270,93.09,3226.95,1608.91,5194.83,2021-05-19T00:30:02
2021-05-18T20:14:13,Puglia,1330878,593822,1924700,1985625,96.93,3320.31,1481.48,4953.79,2021-05-19T00:30:02
2021-05-18T20:14:13,Sardegna,493210,200352,693562,840840,82.48,3024.95,1228.8,5157.03,2021-05-19T00:30:02
2021-05-18T20:14:13,Sicilia,1377954,647625,2025579,2223075,91.12,2773.43,1303.49,4474.42,2021-05-19T00:30:02
2021-05-18T20:14:13,Toscana,1149797,591523,1741320,1866840,93.28,3088.59,1588.95,5014.71,2021-05-19T00:30:02
2021-05-18T20:14:13,Umbria,285198,133567,418765,452065,92.63,3239.84,1517.32,5135.44,2021-05-19T00:30:02
2021-05-18T20:14:13,Valle d'Aosta,41414,19922,61336,66860,91.74,3299.89,1587.4,5327.45,2021-05-19T00:30:02
2021-05-18T20:14:13,Veneto,1676134,682519,2358653,2439860,96.67,3415.31,1390.71,4971.49,2021-05-19T00:30:02
2021-05-18T20:14:13,Italia,19530037,8724725,28254762,30132960,93.77,3242.42,1448.5,5002.74,2021-05-19T00:30:02
