data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-05-01T04:11:53,Abruzzo,315821,126627,442448,504020,87.78,2418.66,969.75,3859.94,2021-05-01T13:52:01
2021-05-01T04:11:53,Basilicata,131193,54155,185348,215255,86.11,2355.63,972.38,3865.0,2021-05-01T13:52:01
2021-05-01T04:11:53,Calabria,379280,161775,541055,672030,80.51,1970.59,840.52,3491.61,2021-05-01T13:52:01
2021-05-01T04:11:53,Campania,1237505,477110,1714615,1935665,88.58,2138.84,824.61,3345.51,2021-05-01T13:52:01
2021-05-01T04:11:53,Emilia-Romagna,1110377,532111,1642488,1789070,91.81,2485.67,1191.17,4004.98,2021-05-01T13:52:01
2021-05-01T04:11:53,Friuli-Venezia Giulia,283762,135626,419388,484715,86.52,2342.51,1119.62,4001.42,2021-05-01T13:52:01
2021-05-01T04:11:53,Lazio,1324507,590965,1915472,2214080,86.51,2258.11,1007.52,3774.72,2021-05-01T13:52:01
2021-05-01T04:11:53,Liguria,423584,190865,614449,649680,94.58,2744.97,1236.87,4210.15,2021-05-01T13:52:01
2021-05-01T04:11:53,Lombardia,2419930,955480,3375410,3826650,88.21,2395.03,945.65,3787.27,2021-05-01T13:52:01
2021-05-01T04:11:53,Marche,400176,153045,553221,595130,92.96,2635.51,1007.94,3919.45,2021-05-01T13:52:01
2021-05-01T04:11:53,Molise,75377,40223,115600,128265,90.13,2493.74,1330.72,4243.46,2021-05-01T13:52:01
2021-05-01T04:11:53,P.A. Bolzano,136324,51672,187996,219795,85.53,2617.13,991.99,4219.6,2021-05-01T13:52:01
2021-05-01T04:11:53,P.A. Trento,135223,42070,177293,201360,88.05,2493.9,775.89,3713.66,2021-05-01T13:52:01
2021-05-01T04:11:53,Piemonte,1088512,460401,1548913,1724410,89.82,2507.3,1060.5,3972.04,2021-05-01T13:52:01
2021-05-01T04:11:53,Puglia,968258,317182,1285440,1425435,90.18,2415.63,791.31,3556.21,2021-05-01T13:52:01
2021-05-01T04:11:53,Sardegna,354594,152565,507159,591590,85.73,2174.79,935.71,3628.33,2021-05-01T13:52:01
2021-05-01T04:11:53,Sicilia,986820,445884,1432704,1737825,82.44,1986.19,897.44,3497.75,2021-05-01T13:52:01
2021-05-01T04:11:53,Toscana,878416,390248,1268664,1430300,88.7,2359.6,1048.28,3842.07,2021-05-01T13:52:01
2021-05-01T04:11:53,Umbria,215876,90102,305978,331975,92.17,2452.34,1023.55,3771.22,2021-05-01T13:52:01
2021-05-01T04:11:53,Valle d'Aosta,33188,12352,45540,50730,89.77,2644.44,984.22,4042.2,2021-05-01T13:52:01
2021-05-01T04:11:53,Veneto,1153470,516416,1669886,1830680,91.22,2350.33,1052.26,3730.22,2021-05-01T13:52:01
2021-05-01T04:11:53,Italia,14052193,5896874,19949067,22558660,88.43,2332.98,979.01,3745.24,2021-05-01T13:52:01
