data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-03-29T14:03:38,Abruzzo,147019,62681,209700,248490,84.39,1125.92,480.03,1903.02,2021-03-29T17:50:01
2021-03-29T14:03:38,Basilicata,52268,31395,83663,105725,79.13,938.5,563.71,1898.34,2021-03-29T17:50:01
2021-03-29T14:03:38,Calabria,164837,78237,243074,323990,75.03,856.43,406.49,1683.33,2021-03-29T17:50:01
2021-03-29T14:03:38,Campania,554772,242046,796818,943375,84.46,958.84,418.34,1630.48,2021-03-29T17:50:01
2021-03-29T14:03:38,Emilia-Romagna,533452,280784,814236,940380,86.59,1194.17,628.56,2105.12,2021-03-29T17:50:01
2021-03-29T14:03:38,Friuli-Venezia Giulia,135424,76424,211848,250655,84.52,1117.95,630.9,2069.21,2021-03-29T17:50:01
2021-03-29T14:03:38,Lazio,697137,282446,979583,1149900,85.19,1188.53,481.53,1960.43,2021-03-29T17:50:01
2021-03-29T14:03:38,Liguria,171198,91536,262734,344290,76.31,1109.42,593.19,2231.12,2021-03-29T17:50:01
2021-03-29T14:03:38,Lombardia,1034164,475144,1509308,1808290,83.47,1023.52,470.25,1789.68,2021-03-29T17:50:01
2021-03-29T14:03:38,Marche,158761,90885,249646,303190,82.34,1045.58,598.56,1996.77,2021-03-29T17:50:01
2021-03-29T14:03:38,Molise,41192,18926,60118,66905,89.86,1362.78,626.14,2213.46,2021-03-29T17:50:01
2021-03-29T14:03:38,P.A. Bolzano,68127,34580,102707,109185,94.07,1307.89,663.86,2096.12,2021-03-29T17:50:01
2021-03-29T14:03:38,P.A. Trento,58633,30212,88845,102160,86.97,1081.36,557.2,1884.13,2021-03-29T17:50:01
2021-03-29T14:03:38,Piemonte,490413,273744,764157,896870,85.2,1129.63,630.55,2065.87,2021-03-29T17:50:01
2021-03-29T14:03:38,Puglia,397348,177583,574931,700105,82.12,991.31,443.04,1746.64,2021-03-29T17:50:01
2021-03-29T14:03:38,Sardegna,158209,59490,217699,283190,76.87,970.33,364.86,1736.86,2021-03-29T17:50:01
2021-03-29T14:03:38,Sicilia,528426,227443,755869,863035,87.58,1063.57,457.78,1737.04,2021-03-29T17:50:01
2021-03-29T14:03:38,Toscana,422830,181352,604182,708970,85.22,1135.81,487.15,1904.44,2021-03-29T17:50:01
2021-03-29T14:03:38,Umbria,100003,36044,136047,156835,86.75,1136.03,409.46,1781.64,2021-03-29T17:50:01
2021-03-29T14:03:38,Valle d'Aosta,14507,7358,21865,25260,86.56,1155.93,586.29,2012.73,2021-03-29T17:50:01
2021-03-29T14:03:38,Veneto,573640,238623,812263,916380,88.64,1168.86,486.22,1867.23,2021-03-29T17:50:01
2021-03-29T14:03:38,Italia,6502360,2996933,9499293,11247180,84.46,1079.54,497.56,1867.28,2021-03-29T17:50:01
