data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-05-13T07:34:40,Abruzzo,392206,180381,572587,650510,88.02,3003.64,1381.41,4981.81,2021-05-13T13:04:02
2021-05-13T07:34:40,Basilicata,169625,68707,238332,291805,81.68,3045.69,1233.67,5239.49,2021-05-13T13:04:02
2021-05-13T07:34:40,Calabria,497041,218186,715227,884670,80.85,2582.43,1133.61,4596.4,2021-05-13T13:04:02
2021-05-13T07:34:40,Campania,1659983,617239,2277222,2648705,85.97,2869.03,1066.81,4577.89,2021-05-13T13:04:02
2021-05-13T07:34:40,Emilia-Romagna,1354856,660857,2015713,2288750,88.07,3032.95,1479.38,5123.55,2021-05-13T13:04:02
2021-05-13T07:34:40,Friuli-Venezia Giulia,351471,170131,521602,642855,81.14,2901.47,1404.47,5306.9,2021-05-13T13:04:02
2021-05-13T07:34:40,Lazio,1677237,765366,2442603,2940370,83.07,2859.47,1304.85,5012.95,2021-05-13T13:04:02
2021-05-13T07:34:40,Liguria,480227,267066,747293,826620,90.4,3112.04,1730.68,5356.79,2021-05-13T13:04:02
2021-05-13T07:34:40,Lombardia,3218764,1196015,4414779,4933930,89.48,3185.64,1183.71,4883.16,2021-05-13T13:04:02
2021-05-13T07:34:40,Marche,452562,225625,678187,765530,88.59,2980.52,1485.94,5041.69,2021-05-13T13:04:02
2021-05-13T07:34:40,Molise,96730,47262,143992,162225,88.76,3200.17,1563.59,5366.98,2021-05-13T13:04:02
2021-05-13T07:34:40,P.A. Bolzano,167057,66996,234053,282195,82.94,3207.14,1286.18,5417.54,2021-05-13T13:04:02
2021-05-13T07:34:40,P.A. Trento,180464,47205,227669,261900,86.93,3328.28,870.6,4830.2,2021-05-13T13:04:02
2021-05-13T07:34:40,Piemonte,1291478,617286,1908764,2223470,85.85,2974.81,1421.87,5121.58,2021-05-13T13:04:02
2021-05-13T07:34:40,Puglia,1212212,510066,1722278,1905525,90.38,3024.26,1272.53,4753.95,2021-05-13T13:04:02
2021-05-13T07:34:40,Sardegna,443622,182836,626458,808440,77.49,2720.82,1121.37,4958.31,2021-05-13T13:04:02
2021-05-13T07:34:40,Sicilia,1216754,566244,1782998,2310075,77.18,2448.98,1139.69,4649.53,2021-05-13T13:04:02
2021-05-13T07:34:40,Toscana,1033170,534746,1567916,1839340,85.24,2775.3,1436.44,4940.84,2021-05-13T13:04:02
2021-05-13T07:34:40,Umbria,261429,121472,382901,435765,87.87,2969.82,1379.92,4950.27,2021-05-13T13:04:02
2021-05-13T07:34:40,Valle d'Aosta,39094,16568,55662,63620,87.49,3115.03,1320.15,5069.28,2021-05-13T13:04:02
2021-05-13T07:34:40,Veneto,1539799,614987,2154786,2393360,90.03,3137.51,1253.11,4876.74,2021-05-13T13:04:02
2021-05-13T07:34:40,Italia,17735781,7695241,25431022,29559660,86.03,2944.53,1277.58,4907.56,2021-05-13T13:04:02
