data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-05-12T04:12:39,Abruzzo,385021,175641,560662,606050,92.51,2948.61,1345.11,4641.32,2021-05-12T10:14:02
2021-05-12T04:12:39,Basilicata,166718,66741,233459,273085,85.49,2993.5,1198.36,4903.36,2021-05-12T10:14:02
2021-05-12T04:12:39,Calabria,482814,212025,694839,819150,84.82,2508.51,1101.6,4255.99,2021-05-12T10:14:02
2021-05-12T04:12:39,Campania,1618269,606372,2224641,2433425,91.42,2796.94,1048.02,4205.81,2021-05-12T10:14:02
2021-05-12T04:12:39,Emilia-Romagna,1314248,648712,1962960,2134310,91.97,2942.05,1452.19,4777.82,2021-05-12T10:14:02
2021-05-12T04:12:39,Friuli-Venezia Giulia,339516,168424,507940,600735,84.55,2802.77,1390.37,4959.19,2021-05-12T10:14:02
2021-05-12T04:12:39,Lazio,1640016,745663,2385679,2727430,87.47,2796.02,1271.26,4649.92,2021-05-12T10:14:02
2021-05-12T04:12:39,Liguria,469734,258932,728666,772800,94.29,3044.04,1677.97,5008.01,2021-05-12T10:14:02
2021-05-12T04:12:39,Lombardia,3139763,1164372,4304135,4564210,94.3,3107.46,1152.39,4517.24,2021-05-12T10:14:02
2021-05-12T04:12:39,Marche,448572,218975,667547,712880,93.64,2954.24,1442.14,4694.94,2021-05-12T10:14:02
2021-05-12T04:12:39,Molise,93299,47157,140456,151695,92.59,3086.66,1560.12,5018.61,2021-05-12T10:14:02
2021-05-12T04:12:39,P.A. Bolzano,163185,66656,229841,264645,86.85,3132.81,1279.65,5080.62,2021-05-12T10:14:02
2021-05-12T04:12:39,P.A. Trento,178533,46284,224817,243180,92.45,3292.67,853.61,4484.95,2021-05-12T10:14:02
2021-05-12T04:12:39,Piemonte,1270676,604566,1875242,2072540,90.48,2926.9,1392.57,4773.93,2021-05-12T10:14:02
2021-05-12T04:12:39,Puglia,1187216,496407,1683623,1763955,95.45,2961.9,1238.45,4400.76,2021-05-12T10:14:02
2021-05-12T04:12:39,Sardegna,434241,178481,612722,749940,81.7,2663.28,1094.66,4599.52,2021-05-12T10:14:02
2021-05-12T04:12:39,Sicilia,1193014,550194,1743208,2136915,81.58,2401.2,1107.38,4301.0,2021-05-12T10:14:02
2021-05-12T04:12:39,Toscana,1014132,510115,1524247,1715320,88.86,2724.16,1370.27,4607.7,2021-05-12T10:14:02
2021-05-12T04:12:39,Umbria,257866,118767,376633,405345,92.92,2929.35,1349.19,4604.7,2021-05-12T10:14:02
2021-05-12T04:12:39,Valle d'Aosta,38589,15899,54488,60110,90.65,3074.8,1266.84,4789.6,2021-05-12T10:14:02
2021-05-12T04:12:39,Veneto,1500617,609529,2110146,2221370,94.99,3057.68,1241.98,4526.29,2021-05-12T10:14:02
2021-05-12T04:12:39,Italia,17336039,7509912,24845951,27429090,90.58,2878.17,1246.81,4553.84,2021-05-12T10:14:02
