data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-02T20:01:15,50-59,348432,215207,563639,36.67,22.65,2021-02-02T23:58:02
2021-02-02T20:01:15,60-69,215194,135129,350323,28.98,18.2,2021-02-02T23:58:02
2021-02-02T20:01:15,70-79,50878,19965,70843,8.47,3.32,2021-02-02T23:58:02
2021-02-02T20:01:15,80-89,74571,20528,95099,20.44,5.63,2021-02-02T23:58:02
2021-02-02T20:01:15,90+,57877,17458,75335,72.84,21.97,2021-02-02T23:58:02
2021-02-02T20:01:15,16+,1353790,767978,2121768,26.11,14.81,2021-02-02T23:58:02
2021-02-03T13:02:25,16-19,1370,533,1903,0.59,0.23,2021-02-03T23:58:02
2021-02-03T13:02:25,20-29,138979,78998,217977,22.57,12.83,2021-02-03T23:58:02
2021-02-03T13:02:25,30-39,207795,133325,341120,29.89,19.18,2021-02-03T23:58:02
2021-02-03T13:02:25,40-49,260308,164898,425206,28.8,18.24,2021-02-03T23:58:02
2021-02-03T13:02:25,50-59,349300,225349,574649,36.76,23.72,2021-02-03T23:58:02
2021-02-03T13:02:25,60-69,215713,141739,357452,29.05,19.09,2021-02-03T23:58:02
2021-02-03T13:02:25,70-79,51042,21804,72846,8.5,3.63,2021-02-03T23:58:02
2021-02-03T13:02:25,80-89,75056,22475,97531,20.58,6.16,2021-02-03T23:58:02
2021-02-03T13:02:25,90+,58184,19185,77369,73.23,24.15,2021-02-03T23:58:02
2021-02-03T13:02:25,16+,1357747,808306,2166053,26.19,15.59,2021-02-03T23:58:02
2021-02-04T18:30:12,16-19,1387,717,2104,0.6,0.31,2021-02-04T23:58:01
2021-02-04T18:30:12,20-29,140821,94531,235352,22.87,15.35,2021-02-04T23:58:01
2021-02-04T18:30:12,30-39,210282,152943,363225,30.24,22.0,2021-02-04T23:58:01
2021-02-04T18:30:12,40-49,263284,190222,453506,29.12,21.04,2021-02-04T23:58:01
2021-02-04T18:30:12,50-59,352979,259077,612056,37.15,27.27,2021-02-04T23:58:01
2021-02-04T18:30:12,60-69,217946,161109,379055,29.35,21.7,2021-02-04T23:58:01
2021-02-04T18:30:12,70-79,52109,27615,79724,8.67,4.6,2021-02-04T23:58:01
2021-02-04T18:30:12,80-89,77229,30413,107642,21.17,8.34,2021-02-04T23:58:01
2021-02-04T18:30:12,90+,59893,25924,85817,75.38,32.63,2021-02-04T23:58:01
2021-02-04T18:30:12,16+,1375930,942551,2318481,26.54,18.18,2021-02-04T23:58:01
2021-02-05T18:01:13,16-19,1424,829,2253,0.61,0.36,2021-02-05T23:58:02
2021-02-05T18:01:13,20-29,143073,104279,247352,23.24,16.94,2021-02-05T23:58:02
2021-02-05T18:01:13,30-39,213485,164868,378353,30.71,23.71,2021-02-05T23:58:02
2021-02-05T18:01:13,40-49,267227,205410,472637,29.56,22.72,2021-02-05T23:58:02
2021-02-05T18:01:13,50-59,357884,279200,637084,37.67,29.39,2021-02-05T23:58:02
2021-02-05T18:01:13,60-69,221411,172790,394201,29.82,23.27,2021-02-05T23:58:02
2021-02-05T18:01:13,70-79,53130,31294,84424,8.84,5.21,2021-02-05T23:58:02
2021-02-05T18:01:13,80-89,78667,35510,114177,21.57,9.74,2021-02-05T23:58:02
2021-02-05T18:01:13,90+,60831,30091,90922,76.56,37.87,2021-02-05T23:58:02
2021-02-05T18:01:13,16+,1397132,1024271,2421403,26.95,19.76,2021-02-05T23:58:02
2021-02-06T17:50:25,16-19,1459,941,2400,0.63,0.41,2021-02-06T23:58:01
2021-02-06T17:50:25,20-29,144724,111373,256097,23.5,18.09,2021-02-06T23:58:01
2021-02-06T17:50:25,30-39,215210,172601,387811,30.95,24.82,2021-02-06T23:58:01
2021-02-06T17:50:25,40-49,269308,215034,484342,29.79,23.79,2021-02-06T23:58:01
2021-02-06T17:50:25,50-59,360352,291905,652257,37.93,30.72,2021-02-06T23:58:01
2021-02-06T17:50:25,60-69,223100,180997,404097,30.05,24.38,2021-02-06T23:58:01
2021-02-06T17:50:25,70-79,53809,34095,87904,8.96,5.68,2021-02-06T23:58:01
2021-02-06T17:50:25,80-89,79768,38683,118451,21.87,10.61,2021-02-06T23:58:01
2021-02-06T17:50:25,90+,61549,32406,93955,77.46,40.78,2021-02-06T23:58:01
2021-02-06T17:50:25,16+,1409279,1078035,2487314,27.18,20.79,2021-02-06T23:58:01
2021-02-07T18:00:51,16-19,1506,1043,2549,0.65,0.45,2021-02-07T23:58:02
2021-02-07T18:00:51,20-29,146594,117076,263670,23.81,19.01,2021-02-07T23:58:02
2021-02-07T18:00:51,30-39,217260,179128,396388,31.25,25.76,2021-02-07T23:58:02
2021-02-07T18:00:51,40-49,271671,223047,494718,30.05,24.67,2021-02-07T23:58:02
2021-02-07T18:00:51,50-59,363087,301924,665011,38.21,31.78,2021-02-07T23:58:02
2021-02-07T18:00:51,60-69,225190,188525,413715,30.33,25.39,2021-02-07T23:58:02
2021-02-07T18:00:51,70-79,54689,36542,91231,9.1,6.08,2021-02-07T23:58:02
2021-02-07T18:00:51,80-89,80893,41992,122885,22.18,11.51,2021-02-07T23:58:02
2021-02-07T18:00:51,90+,62188,34558,96746,78.27,43.49,2021-02-07T23:58:02
2021-02-07T18:00:51,16+,1423078,1123835,2546913,27.45,21.68,2021-02-07T23:58:02
2021-02-08T18:00:31,16-19,1534,1121,2655,0.66,0.48,2021-02-08T23:58:01
2021-02-08T18:00:31,20-29,149173,121874,271047,24.23,19.79,2021-02-08T23:58:01
2021-02-08T18:00:31,30-39,220051,185029,405080,31.65,26.61,2021-02-08T23:58:01
2021-02-08T18:00:31,40-49,275133,230746,505879,30.44,25.53,2021-02-08T23:58:01
2021-02-08T18:00:31,50-59,367596,311997,679593,38.69,32.84,2021-02-08T23:58:01
2021-02-08T18:00:31,60-69,227921,194713,422634,30.7,26.22,2021-02-08T23:58:01
2021-02-08T18:00:31,70-79,55676,39060,94736,9.27,6.5,2021-02-08T23:58:01
2021-02-08T18:00:31,80-89,86141,49531,135672,23.62,13.58,2021-02-08T23:58:01
2021-02-08T18:00:31,90+,63541,38168,101709,79.97,48.04,2021-02-08T23:58:01
2021-02-08T18:00:31,16+,1446766,1172239,2619005,27.9,22.61,2021-02-08T23:58:01
2021-02-09T18:00:13,16-19,1574,1157,2731,0.68,0.5,2021-02-09T23:58:01
2021-02-09T18:00:13,20-29,152717,125538,278255,24.8,20.39,2021-02-09T23:58:01
2021-02-09T18:00:13,30-39,223961,189896,413857,32.21,27.31,2021-02-09T23:58:01
2021-02-09T18:00:13,40-49,279930,236850,516780,30.97,26.2,2021-02-09T23:58:01
2021-02-09T18:00:13,50-59,373603,319781,693384,39.32,33.66,2021-02-09T23:58:01
2021-02-09T18:00:13,60-69,232024,199509,431533,31.25,26.87,2021-02-09T23:58:01
2021-02-09T18:00:13,70-79,57053,41258,98311,9.5,6.87,2021-02-09T23:58:01
2021-02-09T18:00:13,80-89,92221,53611,145832,25.28,14.7,2021-02-09T23:58:01
2021-02-09T18:00:13,90+,65400,41526,106926,82.31,52.26,2021-02-09T23:58:01
2021-02-09T18:00:13,16+,1478483,1209126,2687609,28.52,23.32,2021-02-09T23:58:01
2021-02-10T18:00:05,16-19,1650,1198,2848,0.71,0.52,2021-02-10T23:58:01
2021-02-10T18:00:05,20-29,157794,128062,285856,25.63,20.8,2021-02-10T23:58:01
2021-02-10T18:00:05,30-39,229137,193367,422504,32.96,27.81,2021-02-10T23:58:01
2021-02-10T18:00:05,40-49,285727,241310,527037,31.61,26.69,2021-02-10T23:58:01
2021-02-10T18:00:05,50-59,380849,325619,706468,40.08,34.27,2021-02-10T23:58:01
2021-02-10T18:00:05,60-69,237242,202806,440048,31.95,27.31,2021-02-10T23:58:01
2021-02-10T18:00:05,70-79,59310,42911,102221,9.87,7.14,2021-02-10T23:58:01
2021-02-10T18:00:05,80-89,99541,57359,156900,27.29,15.73,2021-02-10T23:58:01
2021-02-10T18:00:05,90+,67522,44252,111774,84.98,55.69,2021-02-10T23:58:01
2021-02-10T18:00:05,16+,1518772,1236884,2755656,29.29,23.86,2021-02-10T23:58:01
2021-02-11T18:30:16,16-19,1724,1223,2947,0.74,0.53,2021-02-11T23:58:01
2021-02-11T18:30:16,20-29,164555,129497,294052,26.73,21.03,2021-02-11T23:58:01
2021-02-11T18:30:16,30-39,235856,195534,431390,33.92,28.12,2021-02-11T23:58:01
2021-02-11T18:30:16,40-49,293692,244414,538106,32.49,27.04,2021-02-11T23:58:01
2021-02-11T18:30:16,50-59,390572,329640,720212,41.11,34.69,2021-02-11T23:58:01
2021-02-11T18:30:16,60-69,243514,204958,448472,32.8,27.6,2021-02-11T23:58:01
2021-02-11T18:30:16,70-79,61969,44117,106086,10.32,7.34,2021-02-11T23:58:01
2021-02-11T18:30:16,80-89,108347,60576,168923,29.7,16.61,2021-02-11T23:58:01
2021-02-11T18:30:16,90+,70649,46541,117190,88.91,58.57,2021-02-11T23:58:01
2021-02-11T18:30:16,16+,1570878,1256500,2827378,30.3,24.23,2021-02-11T23:58:01
2021-02-12T18:00:47,16-19,1799,1235,3034,0.77,0.53,2021-02-12T23:58:02
2021-02-12T18:00:47,20-29,171574,130619,302193,27.87,21.21,2021-02-12T23:58:02
2021-02-12T18:00:47,30-39,243926,197217,441143,35.08,28.37,2021-02-12T23:58:02
2021-02-12T18:00:47,40-49,303366,246680,550046,33.56,27.29,2021-02-12T23:58:02
2021-02-12T18:00:47,50-59,400752,332432,733184,42.18,34.99,2021-02-12T23:58:02
2021-02-12T18:00:47,60-69,249597,206564,456161,33.61,27.82,2021-02-12T23:58:02
2021-02-12T18:00:47,70-79,64569,45131,109700,10.75,7.51,2021-02-12T23:58:02
2021-02-12T18:00:47,80-89,114010,62808,176818,31.26,17.22,2021-02-12T23:58:02
2021-02-12T18:00:47,90+,72944,48495,121439,91.8,61.03,2021-02-12T23:58:02
2021-02-12T18:00:47,16+,1622537,1271181,2893718,31.29,24.52,2021-02-12T23:58:02
2021-02-13T18:00:53,16-19,1902,1244,3146,0.82,0.54,2021-02-13T23:58:02
2021-02-13T18:00:53,20-29,178164,131222,309386,28.94,21.31,2021-02-13T23:58:02
2021-02-13T18:00:53,30-39,251935,198117,450052,36.24,28.49,2021-02-13T23:58:02
2021-02-13T18:00:53,40-49,312437,247899,560336,34.56,27.42,2021-02-13T23:58:02
2021-02-13T18:00:53,50-59,409912,334059,743971,43.14,35.16,2021-02-13T23:58:02
2021-02-13T18:00:53,60-69,255436,207777,463213,34.4,27.98,2021-02-13T23:58:02
2021-02-13T18:00:53,70-79,67114,45671,112785,11.17,7.6,2021-02-13T23:58:02
2021-02-13T18:00:53,80-89,125827,63811,189638,34.5,17.49,2021-02-13T23:58:02
2021-02-13T18:00:53,90+,75559,49428,124987,95.09,62.21,2021-02-13T23:58:02
2021-02-13T18:00:53,16+,1678286,1279228,2957514,32.37,24.67,2021-02-13T23:58:02
2021-02-14T18:00:49,16-19,1946,1246,3192,0.84,0.54,2021-02-14T23:58:01
2021-02-14T18:00:49,20-29,180966,131506,312472,29.39,21.36,2021-02-14T23:58:01
2021-02-14T18:00:49,30-39,256294,198403,454697,36.86,28.54,2021-02-14T23:58:01
2021-02-14T18:00:49,40-49,317787,248227,566014,35.15,27.46,2021-02-14T23:58:01
2021-02-14T18:00:49,50-59,414314,334638,748952,43.61,35.22,2021-02-14T23:58:01
2021-02-14T18:00:49,60-69,257831,208103,465934,34.72,28.03,2021-02-14T23:58:01
2021-02-14T18:00:49,70-79,68181,45874,114055,11.35,7.64,2021-02-14T23:58:01
2021-02-14T18:00:49,80-89,131215,64090,195305,35.97,17.57,2021-02-14T23:58:01
2021-02-14T18:00:49,90+,76562,49681,126243,96.36,62.53,2021-02-14T23:58:01
2021-02-14T18:00:49,16+,1705096,1281768,2986864,32.89,24.72,2021-02-14T23:58:01
2021-02-15T19:00:42,16-19,2029,1261,3290,0.87,0.54,2021-02-15T23:58:02
2021-02-15T19:00:42,20-29,186118,132074,318192,30.23,21.45,2021-02-15T23:58:02
2021-02-15T19:00:42,30-39,262967,199193,462160,37.82,28.65,2021-02-15T23:58:02
2021-02-15T19:00:42,40-49,325534,249200,574734,36.01,27.57,2021-02-15T23:58:02
2021-02-15T19:00:42,50-59,422202,336036,758238,44.44,35.37,2021-02-15T23:58:02
2021-02-15T19:00:42,60-69,262482,208879,471361,35.35,28.13,2021-02-15T23:58:02
2021-02-15T19:00:42,70-79,70499,46301,116800,11.74,7.71,2021-02-15T23:58:02
2021-02-15T19:00:42,80-89,145760,64798,210558,39.96,17.77,2021-02-15T23:58:02
2021-02-15T19:00:42,90+,78921,50281,129202,99.33,63.28,2021-02-15T23:58:02
2021-02-15T19:00:42,16+,1756512,1288023,3044535,33.88,24.84,2021-02-15T23:58:02
2021-02-16T18:00:12,16-19,2110,1272,3382,0.91,0.55,2021-02-16T23:58:01
2021-02-16T18:00:12,20-29,190999,132604,323603,31.02,21.54,2021-02-16T23:58:01
2021-02-16T18:00:12,30-39,269796,199923,469719,38.8,28.75,2021-02-16T23:58:01
2021-02-16T18:00:12,40-49,334275,250144,584419,36.98,27.67,2021-02-16T23:58:01
2021-02-16T18:00:12,50-59,430739,337279,768018,45.34,35.5,2021-02-16T23:58:01
2021-02-16T18:00:12,60-69,267167,209644,476811,35.98,28.23,2021-02-16T23:58:01
2021-02-16T18:00:12,70-79,72612,46764,119376,12.09,7.79,2021-02-16T23:58:01
2021-02-16T18:00:12,80-89,164034,65652,229686,44.97,18.0,2021-02-16T23:58:01
2021-02-16T18:00:12,90+,82316,51070,133386,103.6,64.27,2021-02-16T23:58:01
2021-02-16T18:00:12,16+,1814048,1294352,3108400,34.99,24.96,2021-02-16T23:58:01
2021-02-17T18:00:28,16-19,2170,1279,3449,0.93,0.55,2021-02-17T23:58:01
2021-02-17T18:00:28,20-29,196406,133387,329793,31.9,21.66,2021-02-17T23:58:01
2021-02-17T18:00:28,30-39,277099,201058,478157,39.85,28.92,2021-02-17T23:58:01
2021-02-17T18:00:28,40-49,343924,251489,595413,38.05,27.82,2021-02-17T23:58:01
2021-02-17T18:00:28,50-59,439953,339022,778975,46.31,35.68,2021-02-17T23:58:01
2021-02-17T18:00:28,60-69,271555,210862,482417,36.57,28.4,2021-02-17T23:58:01
2021-02-17T18:00:28,70-79,74747,47444,122191,12.44,7.9,2021-02-17T23:58:01
2021-02-17T18:00:28,80-89,185901,66614,252515,50.97,18.26,2021-02-17T23:58:01
2021-02-17T18:00:28,90+,86831,51918,138749,109.28,65.34,2021-02-17T23:58:01
2021-02-17T18:00:28,16+,1878586,1303073,3181659,36.23,25.13,2021-02-17T23:58:01
2021-02-18T18:00:13,16-19,2230,1293,3523,0.96,0.56,2021-02-18T23:58:02
2021-02-18T18:00:13,20-29,203665,134350,338015,33.08,21.82,2021-02-18T23:58:02
2021-02-18T18:00:13,30-39,286300,202822,489122,41.18,29.17,2021-02-18T23:58:02
2021-02-18T18:00:13,40-49,356110,253651,609761,39.39,28.06,2021-02-18T23:58:02
2021-02-18T18:00:13,50-59,452169,341577,793746,47.59,35.95,2021-02-18T23:58:02
2021-02-18T18:00:13,60-69,277302,212721,490023,37.35,28.65,2021-02-18T23:58:02
2021-02-18T18:00:13,70-79,77573,48299,125872,12.91,8.04,2021-02-18T23:58:02
2021-02-18T18:00:13,80-89,213748,67935,281683,58.6,18.63,2021-02-18T23:58:02
2021-02-18T18:00:13,90+,94428,52956,147384,118.84,66.65,2021-02-18T23:58:02
2021-02-18T18:00:13,16+,1963525,1315604,3279129,37.87,25.37,2021-02-18T23:58:02
2021-02-19T18:00:21,16-19,2329,1306,3635,1.0,0.56,2021-02-19T23:58:01
2021-02-19T18:00:21,20-29,210759,135065,345824,34.23,21.94,2021-02-19T23:58:01
2021-02-19T18:00:21,30-39,294842,203707,498549,42.41,29.3,2021-02-19T23:58:01
2021-02-19T18:00:21,40-49,368425,254892,623317,40.76,28.2,2021-02-19T23:58:01
2021-02-19T18:00:21,50-59,464281,343066,807347,48.87,36.11,2021-02-19T23:58:01
2021-02-19T18:00:21,60-69,282442,213604,496046,38.04,28.77,2021-02-19T23:58:01
2021-02-19T18:00:21,70-79,79929,48776,128705,13.31,8.12,2021-02-19T23:58:01
2021-02-19T18:00:21,80-89,241211,68793,310004,66.13,18.86,2021-02-19T23:58:01
2021-02-19T18:00:21,90+,101971,53602,155573,128.33,67.46,2021-02-19T23:58:01
2021-02-19T18:00:21,16+,2046189,1322811,3369000,39.47,25.51,2021-02-19T23:58:01
2021-02-20T18:00:09,16-19,2391,1307,3698,1.03,0.56,2021-02-20T23:58:01
2021-02-20T18:00:09,20-29,215766,135465,351231,35.04,22.0,2021-02-20T23:58:01
2021-02-20T18:00:09,30-39,301687,204193,505880,43.39,29.37,2021-02-20T23:58:01
2021-02-20T18:00:09,40-49,378080,255531,633611,41.82,28.27,2021-02-20T23:58:01
2021-02-20T18:00:09,50-59,473671,343966,817637,49.85,36.2,2021-02-20T23:58:01
2021-02-20T18:00:09,60-69,286143,214342,500485,38.54,28.87,2021-02-20T23:58:01
2021-02-20T18:00:09,70-79,81668,49054,130722,13.6,8.17,2021-02-20T23:58:01
2021-02-20T18:00:09,80-89,265187,69462,334649,72.7,19.04,2021-02-20T23:58:01
2021-02-20T18:00:09,90+,107778,54012,161790,135.64,67.98,2021-02-20T23:58:01
2021-02-20T18:00:09,16+,2112371,1327332,3439703,40.74,25.6,2021-02-20T23:58:01
2021-02-21T18:00:15,16-19,2426,1309,3735,1.04,0.56,2021-02-21T23:58:01
2021-02-21T18:00:15,20-29,218476,135674,354150,35.48,22.04,2021-02-21T23:58:01
2021-02-21T18:00:15,30-39,305907,204532,510439,44.0,29.42,2021-02-21T23:58:01
2021-02-21T18:00:15,40-49,383964,255976,639940,42.47,28.32,2021-02-21T23:58:01
2021-02-21T18:00:15,50-59,479427,344510,823937,50.46,36.26,2021-02-21T23:58:01
2021-02-21T18:00:15,60-69,288322,214673,502995,38.83,28.91,2021-02-21T23:58:01
2021-02-21T18:00:15,70-79,82744,49229,131973,13.77,8.2,2021-02-21T23:58:01
2021-02-21T18:00:15,80-89,293284,69877,363161,80.41,19.16,2021-02-21T23:58:01
2021-02-21T18:00:15,90+,113221,54274,167495,142.49,68.31,2021-02-21T23:58:01
2021-02-21T18:00:15,16+,2167771,1330054,3497825,41.81,25.65,2021-02-21T23:58:01
2021-02-22T18:00:53,16-19,2482,1309,3791,1.07,0.56,2021-02-22T23:58:01
2021-02-22T18:00:53,20-29,223736,136052,359788,36.34,22.1,2021-02-22T23:58:01
2021-02-22T18:00:53,30-39,313792,205102,518894,45.13,29.5,2021-02-22T23:58:01
2021-02-22T18:00:53,40-49,396660,256690,653350,43.88,28.4,2021-02-22T23:58:01
2021-02-22T18:00:53,50-59,491310,345486,836796,51.71,36.36,2021-02-22T23:58:01
2021-02-22T18:00:53,60-69,291749,215212,506961,39.29,28.98,2021-02-22T23:58:01
2021-02-22T18:00:53,70-79,84176,49568,133744,14.01,8.25,2021-02-22T23:58:01
2021-02-22T18:00:53,80-89,325845,70533,396378,89.33,19.34,2021-02-22T23:58:01
2021-02-22T18:00:53,90+,120673,54767,175440,151.87,68.93,2021-02-22T23:58:01
2021-02-22T18:00:53,16+,2250423,1334719,3585142,43.4,25.74,2021-02-22T23:58:01
2021-02-23T17:52:46,16-19,2550,1324,3874,1.1,0.57,2021-02-23T23:58:02
2021-02-23T17:52:46,20-29,228805,136683,365488,37.16,22.2,2021-02-23T23:58:02
2021-02-23T17:52:46,30-39,321219,205885,527104,46.2,29.61,2021-02-23T23:58:02
2021-02-23T17:52:46,40-49,408858,257763,666621,45.23,28.51,2021-02-23T23:58:02
2021-02-23T17:52:46,50-59,503191,346780,849971,52.96,36.5,2021-02-23T23:58:02
2021-02-23T17:52:46,60-69,295053,215930,510983,39.74,29.08,2021-02-23T23:58:02
2021-02-23T17:52:46,70-79,85923,49925,135848,14.3,8.31,2021-02-23T23:58:02
2021-02-23T17:52:46,80-89,366128,71406,437534,100.38,19.58,2021-02-23T23:58:02
2021-02-23T17:52:46,90+,129712,55290,185002,163.25,69.58,2021-02-23T23:58:02
2021-02-23T17:52:46,16+,2341439,1340986,3682425,45.16,25.86,2021-02-23T23:58:02
2021-02-24T18:08:13,16-19,2624,1333,3957,1.13,0.57,2021-02-24T23:58:01
2021-02-24T18:08:13,20-29,233933,137425,371358,37.99,22.32,2021-02-24T23:58:01
2021-02-24T18:08:13,30-39,328912,206910,535822,47.31,29.76,2021-02-24T23:58:01
2021-02-24T18:08:13,40-49,421499,259090,680589,46.63,28.66,2021-02-24T23:58:01
2021-02-24T18:08:13,50-59,516920,348429,865349,54.41,36.67,2021-02-24T23:58:01
2021-02-24T18:08:13,60-69,299395,216844,516239,40.32,29.2,2021-02-24T23:58:01
2021-02-24T18:08:13,70-79,87857,50371,138228,14.63,8.39,2021-02-24T23:58:01
2021-02-24T18:08:13,80-89,415219,72556,487775,113.84,19.89,2021-02-24T23:58:01
2021-02-24T18:08:13,90+,143604,55861,199465,180.73,70.3,2021-02-24T23:58:01
2021-02-24T18:08:13,16+,2449963,1348819,3798782,47.25,26.02,2021-02-24T23:58:01
2021-02-25T18:07:54,16-19,2704,1355,4059,1.16,0.58,2021-02-25T23:58:01
2021-02-25T18:07:54,20-29,238089,138737,376826,38.67,22.53,2021-02-25T23:58:01
2021-02-25T18:07:54,30-39,335674,208579,544253,48.28,30.0,2021-02-25T23:58:01
2021-02-25T18:07:54,40-49,432748,261110,693858,47.87,28.88,2021-02-25T23:58:01
2021-02-25T18:07:54,50-59,530085,350935,881020,55.79,36.94,2021-02-25T23:58:01
2021-02-25T18:07:54,60-69,305215,218554,523769,41.11,29.43,2021-02-25T23:58:01
2021-02-25T18:07:54,70-79,89368,51062,140430,14.88,8.5,2021-02-25T23:58:01
2021-02-25T18:07:54,80-89,469751,73878,543629,128.79,20.25,2021-02-25T23:58:01
2021-02-25T18:07:54,90+,157430,56673,214103,198.13,71.33,2021-02-25T23:58:01
2021-02-25T18:07:54,16+,2561064,1360883,3921947,49.4,26.25,2021-02-25T23:58:01
2021-02-26T17:52:55,16-19,2809,1374,4183,1.21,0.59,2021-02-26T23:58:01
2021-02-26T17:52:55,20-29,242770,140656,383426,39.43,22.84,2021-02-26T23:58:01
2021-02-26T17:52:55,30-39,343390,210942,554332,49.39,30.34,2021-02-26T23:58:01
2021-02-26T17:52:55,40-49,444990,263865,708855,49.23,29.19,2021-02-26T23:58:01
2021-02-26T17:52:55,50-59,546143,354232,900375,57.48,37.28,2021-02-26T23:58:01
2021-02-26T17:52:55,60-69,312930,220620,533550,42.14,29.71,2021-02-26T23:58:01
2021-02-26T17:52:55,70-79,91038,51836,142874,15.16,8.63,2021-02-26T23:58:01
2021-02-26T17:52:55,80-89,521159,75405,596564,142.88,20.67,2021-02-26T23:58:01
2021-02-26T17:52:55,90+,169519,57682,227201,213.35,72.6,2021-02-26T23:58:01
2021-02-26T17:52:55,16+,2674748,1376612,4051360,51.59,26.55,2021-02-26T23:58:01
2021-02-27T18:07:55,16-19,2914,1401,4315,1.25,0.6,2021-02-27T23:58:02
2021-02-27T18:07:55,20-29,249203,142391,391594,40.47,23.13,2021-02-27T23:58:02
2021-02-27T18:07:55,30-39,355896,213057,568953,51.19,30.64,2021-02-27T23:58:02
2021-02-27T18:07:55,40-49,465677,266164,731841,51.51,29.44,2021-02-27T23:58:02
2021-02-27T18:07:55,50-59,572200,356872,929072,60.22,37.56,2021-02-27T23:58:02
2021-02-27T18:07:55,60-69,323098,222521,545619,43.51,29.97,2021-02-27T23:58:02
2021-02-27T18:07:55,70-79,92675,52523,145198,15.43,8.74,2021-02-27T23:58:02
2021-02-27T18:07:55,80-89,570783,76564,647347,156.49,20.99,2021-02-27T23:58:02
2021-02-27T18:07:55,90+,180623,58383,239006,227.32,73.48,2021-02-27T23:58:02
2021-02-27T18:07:55,16+,2813069,1389876,4202945,54.26,26.81,2021-02-27T23:58:02
2021-02-28T17:51:45,16-19,2950,1428,4378,1.27,0.61,2021-02-28T23:58:02
2021-02-28T17:51:45,20-29,251610,143612,395222,40.86,23.32,2021-02-28T23:58:02
2021-02-28T17:51:45,30-39,360358,214375,574733,51.83,30.83,2021-02-28T23:58:02
2021-02-28T17:51:45,40-49,473388,267730,741118,52.37,29.62,2021-02-28T23:58:02
2021-02-28T17:51:45,50-59,583385,358794,942179,61.4,37.76,2021-02-28T23:58:02
2021-02-28T17:51:45,60-69,329896,223829,553725,44.43,30.14,2021-02-28T23:58:02
2021-02-28T17:51:45,70-79,93577,53040,146617,15.58,8.83,2021-02-28T23:58:02
2021-02-28T17:51:45,80-89,602299,77267,679566,165.13,21.18,2021-02-28T23:58:02
2021-02-28T17:51:45,90+,187676,58711,246387,236.2,73.89,2021-02-28T23:58:02
2021-02-28T17:51:45,16+,2885139,1398786,4283925,55.65,26.98,2021-02-28T23:58:02
2021-03-01T14:10:38,16-19,2989,1451,4440,1.29,0.62,2021-03-01T23:58:02
2021-03-01T14:10:38,20-29,254096,145153,399249,41.27,23.57,2021-03-01T23:58:02
2021-03-01T14:10:38,30-39,364211,215934,580145,52.38,31.06,2021-03-01T23:58:02
2021-03-01T14:10:38,40-49,480181,269596,749777,53.12,29.82,2021-03-01T23:58:02
2021-03-01T14:10:38,50-59,593000,361085,954085,62.41,38.0,2021-03-01T23:58:02
2021-03-01T14:10:38,60-69,334905,225474,560379,45.1,30.37,2021-03-01T23:58:02
2021-03-01T14:10:38,70-79,94474,53663,148137,15.73,8.93,2021-03-01T23:58:02
2021-03-01T14:10:38,80-89,625860,79816,705676,171.59,21.88,2021-03-01T23:58:02
2021-03-01T14:10:38,90+,192629,59491,252120,242.43,74.87,2021-03-01T23:58:02
2021-03-01T14:10:38,16+,2942345,1411663,4354008,56.75,27.23,2021-03-01T23:58:02
2021-03-02T18:13:29,16-19,3084,1488,4572,1.33,0.64,2021-03-02T23:58:01
2021-03-02T18:13:29,20-29,260096,148953,409049,42.24,24.19,2021-03-02T23:58:01
2021-03-02T18:13:29,30-39,374564,220238,594802,53.87,31.68,2021-03-02T23:58:01
2021-03-02T18:13:29,40-49,498041,275028,773069,55.09,30.42,2021-03-02T23:58:01
2021-03-02T18:13:29,50-59,618677,368047,986724,65.12,38.74,2021-03-02T23:58:01
2021-03-02T18:13:29,60-69,348832,229778,578610,46.98,30.95,2021-03-02T23:58:01
2021-03-02T18:13:29,70-79,96567,55216,151783,16.08,9.19,2021-03-02T23:58:01
2021-03-02T18:13:29,80-89,688210,87287,775497,188.68,23.93,2021-03-02T23:58:01
2021-03-02T18:13:29,90+,205145,61625,266770,258.18,77.56,2021-03-02T23:58:01
2021-03-02T18:13:29,16+,3093216,1447660,4540876,59.66,27.92,2021-03-02T23:58:01
2021-03-03T18:30:54,16-19,3179,1550,4729,1.37,0.67,2021-03-03T23:58:02
2021-03-03T18:30:54,20-29,264925,154447,419372,43.03,25.08,2021-03-03T23:58:02
2021-03-03T18:30:54,30-39,383351,225579,608930,55.14,32.44,2021-03-03T23:58:02
2021-03-03T18:30:54,40-49,513324,281045,794369,56.78,31.09,2021-03-03T23:58:02
2021-03-03T18:30:54,50-59,641278,375623,1016901,67.49,39.53,2021-03-03T23:58:02
2021-03-03T18:30:54,60-69,362281,235168,597449,48.79,31.67,2021-03-03T23:58:02
2021-03-03T18:30:54,70-79,99166,57303,156469,16.51,9.54,2021-03-03T23:58:02
2021-03-03T18:30:54,80-89,742852,93820,836672,203.66,25.72,2021-03-03T23:58:02
2021-03-03T18:30:54,90+,220313,63522,283835,277.27,79.94,2021-03-03T23:58:02
